is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	cleaned_retweet_text
1	bocavista2016	"RT @bocavista2016: MSM: ""@realDonaldTrump caused a diplomatic crisis w/ China over Taiwan"""		" MSM: ""@realDonaldTrump caused a diplomatic crisis w/ China over Taiwan"""	msm realdonaldtrump caused a diplomatic crisis w china over taiwan
1	natureofthings7	"RT @natureofthings7: Taiwan call shows the Trump transition team is a ""Band of Bumblers""  Now they are scrambling to hide the Taiwan hotel???"		" Taiwan call shows the Trump transition team is a ""Band of Bumblers"" Now they are scrambling to hide the Taiwan hotel???"	taiwan call shows the trump transition team is a band of bumblers now they are scrambling to hide the taiwan hotel
1	markedly	RT @markedly: OBAMA: Please don't call Taiwan again, we have a strict policy		 OBAMA: Please don't call Taiwan again, we have a strict policy	obama please dont call taiwan again we have a strict policy
1	floridarocket	RT @floridarocket: Bull in a China shop: Trump risks diplomatic blowup in Asia https://t.co/20g8ephl4v		 Bull in a China shop: Trump risks diplomatic blowup in Asia https://t.co/20g8ephl4v	bull in a china shop trump risks diplomatic blowup in asia
1	MorningExp	RT @MorningExp: Has controversial call between President-elect Trump &amp; Taiwan's President overturned decades of diplomatic protocol? https:??i		 Has controversial call between President-elect Trump &amp; Taiwan's President overturned decades of diplomatic protocol? https:??i	has controversial call between presidentelect trump amp taiwans president overturned decades of diplomatic protocol
1	joshtpm	RT @joshtpm: This Taiwan/PRC phone call thing, combined with these new Trump developments in Taipei is beyond insane. This is playing with??R		 This Taiwan/PRC phone call thing, combined with these new Trump developments in Taipei is beyond insane. This is playing with??R	this taiwanprc phone call thing combined with these new trump developments in taipei is beyond insane this is playing withr
1	SumOfChoices	RT @SumOfChoices: Obama SOLD 1.8 billion in WEAPONS to Taiwan, But Trump takes call from their President &amp; now we are at war. LOL! Libs R p??i		 Obama SOLD 1.8 billion in WEAPONS to Taiwan, But Trump takes call from their President &amp; now we are at war. LOL! Libs R p??i	obama sold 18 billion in weapons to taiwan but trump takes call from their president amp now we are at war lol libs r pi
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: Trump: 'Is the Boston Killer Eligible for Obama Care to Bring Him Back to Health?' http://t.co/7Z4JlS4Er5		 Trump: 'Is the Boston Killer Eligible for Obama Care to Bring Him Back to Health?' http://t.co/7Z4JlS4Er5	trump is the boston killer eligible for obama care to bring him back to health
1	_Makada_	RT @_Makada_: Hoaxing media says Trump isn't allowed to talk to Taiwan, but Obama can sell them $1.83 billion worth of weapons?		 Hoaxing media says Trump isn't allowed to talk to Taiwan, but Obama can sell them $1.83 billion worth of weapons?	hoaxing media says trump isnt allowed to talk to taiwan but obama can sell them 183 billion worth of weapons
1	laseptiemewilay	RT @laseptiemewilay: 1-About Trump's phone call to Taiwan's. First, it's a major diplomatic incident. Second, as part of the US normalizati??e		 1-About Trump's phone call to Taiwan's. First, it's a major diplomatic incident. Second, as part of the US normalizati??e	1about trumps phone call to taiwans first its a major diplomatic incident second as part of the us normalizatie
1	Portosj81J	RT @Portosj81J: Trump cannot call the leader of Taiwan, without the liberal media casting aspersions. But, Obama can make deals with Iran a??n		 Trump cannot call the leader of Taiwan, without the liberal media casting aspersions. But, Obama can make deals with Iran a??n	trump cannot call the leader of taiwan without the liberal media casting aspersions but obama can make deals with iran an
1	realDonaldTrump	"""@vettesetter: RT @realDonaldTrump: My @USATOpinion piece: ""Trump: I don't need to be lectured"" http://t.co/ORa0H4A2xJ"""	" ""@vettesetter:"	" My @USATOpinion piece: ""Trump: I don't need to be lectured"" http://t.co/ORa0H4A2xJ"""	my usatopinion piece trump i dont need to be lectured
1	_Makada_	RT @_Makada_: Corrupt MSM says President-Elect Trump is not allowed to speak w/ Taiwan because Communist China says so. China does NOT tell??n		 Corrupt MSM says President-Elect Trump is not allowed to speak w/ Taiwan because Communist China says so. China does NOT tell??n	corrupt msm says presidentelect trump is not allowed to speak w taiwan because communist china says so china does not telln
1	dcfairbank	"RT @dcfairbank: China lodges complaint over @realDonaldTrump-Taiwan call ""Trump was 'winging it"" with Taiwan call""  https://t.co/g2antuLmQ9??n"		" China lodges complaint over @realDonaldTrump-Taiwan call ""Trump was 'winging it"" with Taiwan call"" https://t.co/g2antuLmQ9??n"	china lodges complaint over realdonaldtrumptaiwan call trump was winging it with taiwan call
1	AmyMek	RT @AmyMek: Trump speaks to Taiwan &amp; Liberals are OUTRAGED!? Obama sells Taiwan $1.83 Billion in weapon just last year &amp; no ONE said a word???		 Trump speaks to Taiwan &amp; Liberals are OUTRAGED!? Obama sells Taiwan $1.83 Billion in weapon just last year &amp; no ONE said a word???	trump speaks to taiwan amp liberals are outraged obama sells taiwan 183 billion in weapon just last year amp no one said a word
1	ShubieDobee	RT @ShubieDobee: So, Trump spoke to the president of Taiwan.		 So, Trump spoke to the president of Taiwan.	so trump spoke to the president of taiwan
1	PiercedSkull	"RT @PiercedSkull: ""Hi Mistah Trump? (snicker) This is president of Taiwan calling..."""		" ""Hi Mistah Trump? (snicker) This is president of Taiwan calling..."""	hi mistah trump snicker this is president of taiwan calling
1	AdamsFlaFan	RT @AdamsFlaFan: #DumbassTrump makes history with phone call to Taiwan leader https://t.co/e867iqlcCY		 #DumbassTrump makes history with phone call to Taiwan leader https://t.co/e867iqlcCY	dumbasstrump makes history with phone call to taiwan leader
1	ali	RT @ali: Trump: Taiwan		 Trump: Taiwan	trump taiwan
1	mattyglesias	RT @mattyglesias: It's fascinating to me that Trump made it through a 18-month presidential campaign without once getting a serious questio??n		 It's fascinating to me that Trump made it through a 18-month presidential campaign without once getting a serious questio??n	its fascinating to me that trump made it through a 18month presidential campaign without once getting a serious question
1	phil200269	RT @phil200269: Obama Administration Sold Weapons To Taiwan, But Trump Can't Accept A Congratulatory Phone Call From Them?		 Obama Administration Sold Weapons To Taiwan, But Trump Can't Accept A Congratulatory Phone Call From Them?	obama administration sold weapons to taiwan but trump cant accept a congratulatory phone call from them
1	latinaafortrump	RT @latinaafortrump: Guys it's not a big deal, what is absolutely TYRANNICAL is the phone call Trump received from Taiwan. China isn't goin??n		 Guys it's not a big deal, what is absolutely TYRANNICAL is the phone call Trump received from Taiwan. China isn't goin??n	guys its not a big deal what is absolutely tyrannical is the phone call trump received from taiwan china isnt goinn
1	owillis	RT @owillis: obama walks into the state department after trump gets off the phone with taiwan https://t.co/JB07oskgSF		 obama walks into the state department after trump gets off the phone with taiwan https://t.co/JB07oskgSF	obama walks into the state department after trump gets off the phone with taiwan
1	activist360	RT @activist360: Con-man Trump already on the verge disaster: No thought given to U.S. policy as long as he can get a hotel in Taiwan https??n		 Con-man Trump already on the verge disaster: No thought given to U.S. policy as long as he can get a hotel in Taiwan https??n	conman trump already on the verge disaster no thought given to us policy as long as he can get a hotel in taiwan
1	NinaDontPlayMtG	RT @NinaDontPlayMtG: I have no fucking CLUE what Trump's intentions are re: Taiwan but what I do know is China doesn't run our State Depart??n		 I have no fucking CLUE what Trump's intentions are re: Taiwan but what I do know is China doesn't run our State Depart??n	i have no fucking clue what trumps intentions are re taiwan but what i do know is china doesnt run our state departn
1	rebeccagberg	RT @rebeccagberg: Trump hasn't consulted State Dept prior to calls with world leaders. Probably also the case with Taiwan... https://t.co/8??n		 Trump hasn't consulted State Dept prior to calls with world leaders. Probably also the case with Taiwan... https://t.co/8??n	trump hasnt consulted state dept prior to calls with world leaders probably also the case with taiwan
1	Veracity4U	"RT @Veracity4U: Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find... https://t.co/4gfgolex7Q by #jpublik??n"		" Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find... https://t.co/4gfgolex7Q by #jpublik??n"	trump org we are not planning any expansion into taiwan how abt this great find by jpublikn
1	SkyNews	RT @SkyNews: Trump, Taiwan and China: Why one phone call matters so much https://t.co/sps19IraTz		 Trump, Taiwan and China: Why one phone call matters so much https://t.co/sps19IraTz	trump taiwan and china why one phone call matters so much
1	hectormorenco	RT @hectormorenco: Tweets like this mean Trump was serious when he said he will tough on China (China doesn't recognize Taiwan as a soverei??n		 Tweets like this mean Trump was serious when he said he will tough on China (China doesn't recognize Taiwan as a soverei??n	tweets like this mean trump was serious when he said he will tough on china china doesnt recognize taiwan as a soverein
1	terrymendozer	RT @terrymendozer: Obama will not release info to congress on refugees deal and y'all worried about a congratulatory call from our ally Tai??n		 Obama will not release info to congress on refugees deal and y'all worried about a congratulatory call from our ally Tai??n	obama will not release info to congress on refugees deal and yall worried about a congratulatory call from our ally tain
1	LuthorCEO	RT @LuthorCEO: So far Trump has destabilized India-Pakistan and China-Taiwan, and it's 49 days until his inauguration. We're all going to f??n		 So far Trump has destabilized India-Pakistan and China-Taiwan, and it's 49 days until his inauguration. We're all going to f??n	so far trump has destabilized indiapakistan and chinataiwan and its 49 days until his inauguration were all going to fn
1	adudeinaplace2	RT @adudeinaplace2: &gt;Trump talks to Taiwan		 &gt;Trump talks to Taiwan	gttrump talks to taiwan
1	MrDane1982	RT @MrDane1982: Russia &amp; Taiwan have a respectable relationship with trade deals. Since Trump is Putin puppet he's being used to advance th??i		 Russia &amp; Taiwan have a respectable relationship with trade deals. Since Trump is Putin puppet he's being used to advance th??i	russia amp taiwan have a respectable relationship with trade deals since trump is putin puppet hes being used to advance thi
1	isaacstonefish	RT @isaacstonefish: Smart take on the impact of Trump's phone call with the President of Taiwan. This really matters. https://t.co/JvY5u5ui??n		 Smart take on the impact of Trump's phone call with the President of Taiwan. This really matters. https://t.co/JvY5u5ui??n	smart take on the impact of trumps phone call with the president of taiwan this really matters
